swap_index,sol_in_SOL,price_per_token_SOL,retain_multiplier,total_sol_raised,total_tokens_minted,tokens_out_estimate,tokens_out_actual
4242,0.006200,9.8467937561e-8,0.4102724830,26.300400,501253868000000000,62971000000000,62971000000000
4243,0.006200,9.8489626033e-8,0.4103347715,26.306600,501316826000000000,62958000000000,62958000000000
4244,0.006200,9.8511316893e-8,0.4103970600,26.312800,501379770000000000,62944000000000,62944000000000
4245,0.006200,9.8533010142e-8,0.4104593485,26.319000,501442700000000000,62930000000000,62930000000000
4246,0.006200,9.8554705779e-8,0.4105216370,26.325200,501505616000000000,62916000000000,62916000000000
4247,0.006200,9.8576403804e-8,0.4105839255,26.331400,501568519000000000,62903000000000,62903000000000
4248,0.006200,9.8598104218e-8,0.4106462141,26.337600,501631407000000000,62888000000000,62888000000000
4249,0.006200,9.8619807019e-8,0.4107085026,26.343800,501694282000000000,62875000000000,62875000000000
4250,0.006200,9.8641512209e-8,0.4107707911,26.350000,501757142000000000,62860000000000,62860000000000
4251,0.006200,9.8663219788e-8,0.4108330796,26.356200,501819989000000000,62847000000000,62847000000000
4252,0.006200,9.8684929754e-8,0.4108953681,26.362400,501882822000000000,62833000000000,62833000000000
4253,0.006200,9.8706642109e-8,0.4109576566,26.368600,501945642000000000,62820000000000,62820000000000
4254,0.006200,9.8728356853e-8,0.4110199451,26.374800,502008447000000000,62805000000000,62805000000000
4255,0.006200,9.8750073984e-8,0.4110822336,26.381000,502071239000000000,62792000000000,62792000000000
4256,0.006200,9.8771793504e-8,0.4111445221,26.387200,502134017000000000,62778000000000,62778000000000
4257,0.006200,9.8793515412e-8,0.4112068106,26.393400,502196781000000000,62764000000000,62764000000000
4258,0.006200,9.8815239708e-8,0.4112690992,26.399600,502259531000000000,62750000000000,62750000000000
4259,0.006200,9.8836966393e-8,0.4113313877,26.405800,502322268000000000,62737000000000,62737000000000
4260,0.006200,9.8858695466e-8,0.4113936762,26.412000,502384990000000000,62722000000000,62722000000000
4261,0.006200,9.8880426927e-8,0.4114559647,26.418200,502447699000000000,62709000000000,62709000000000
4262,0.006200,9.8902160776e-8,0.4115182532,26.424400,502510394000000000,62695000000000,62695000000000
4263,0.006200,9.8923897014e-8,0.4115805417,26.430600,502573075000000000,62681000000000,62681000000000
4264,0.006200,9.8945635640e-8,0.4116428302,26.436800,502635743000000000,62668000000000,62668000000000
4265,0.006200,9.8967376654e-8,0.4117051187,26.443000,502698397000000000,62654000000000,62654000000000
4266,0.006200,9.8989120057e-8,0.4117674072,26.449200,502761037000000000,62640000000000,62640000000000
4267,0.006200,9.9010865848e-8,0.4118296957,26.455400,502823663000000000,62626000000000,62626000000000
4268,0.006200,9.9032614027e-8,0.4118919843,26.461600,502886276000000000,62613000000000,62613000000000
4269,0.006200,9.9054364594e-8,0.4119542728,26.467800,502948874000000000,62598000000000,62598000000000
4270,0.006200,9.9076117550e-8,0.4120165613,26.474000,503011459000000000,62585000000000,62585000000000
4271,0.006200,9.9097872894e-8,0.4120788498,26.480200,503074031000000000,62572000000000,62572000000000
4272,0.006200,9.9119630626e-8,0.4121411383,26.486400,503136588000000000,62557000000000,62557000000000
4273,0.006200,9.9141390747e-8,0.4122034268,26.492600,503199132000000000,62544000000000,62544000000000
4274,0.006200,9.9163153256e-8,0.4122657153,26.498800,503261662000000000,62530000000000,62530000000000
4275,0.006200,9.9184918153e-8,0.4123280038,26.505000,503324179000000000,62517000000000,62517000000000
4276,0.006200,9.9206685438e-8,0.4123902923,26.511200,503386681000000000,62502000000000,62502000000000
4277,0.006200,9.9228455112e-8,0.4124525808,26.517400,503449170000000000,62489000000000,62489000000000
4278,0.006200,9.9250227174e-8,0.4125148693,26.523600,503511645000000000,62475000000000,62475000000000
4279,0.006200,9.9272001624e-8,0.4125771579,26.529800,503574107000000000,62462000000000,62462000000000
4280,0.006200,9.9293778462e-8,0.4126394464,26.536000,503636555000000000,62448000000000,62448000000000
4281,0.006200,9.9315557689e-8,0.4127017349,26.542200,503698989000000000,62434000000000,62434000000000
4282,0.006200,9.9337339304e-8,0.4127640234,26.548400,503761409000000000,62420000000000,62420000000000
4283,0.006200,9.9359123308e-8,0.4128263119,26.554600,503823816000000000,62407000000000,62407000000000
4284,0.006200,9.9380909699e-8,0.4128886004,26.560800,503886209000000000,62393000000000,62393000000000
4285,0.006200,9.9402698479e-8,0.4129508889,26.567000,503948588000000000,62379000000000,62379000000000
4286,0.006200,9.9424489647e-8,0.4130131774,26.573200,504010954000000000,62366000000000,62366000000000
4287,0.006200,9.9446283204e-8,0.4130754659,26.579400,504073306000000000,62352000000000,62352000000000
4288,0.006200,9.9468079148e-8,0.4131377544,26.585600,504135645000000000,62339000000000,62339000000000
4289,0.006200,9.9489877481e-8,0.4132000430,26.591800,504197969000000000,62324000000000,62324000000000
4290,0.006200,9.9511678203e-8,0.4132623315,26.598000,504260280000000000,62311000000000,62311000000000
4291,0.006200,9.9533481312e-8,0.4133246200,26.604200,504322578000000000,62298000000000,62298000000000
4292,0.006200,9.9555286810e-8,0.4133869085,26.610400,504384862000000000,62284000000000,62284000000000
4293,0.006200,9.9577094696e-8,0.4134491970,26.616600,504447132000000000,62270000000000,62270000000000
4294,0.006200,9.9598904971e-8,0.4135114855,26.622800,504509388000000000,62256000000000,62256000000000
4295,0.006200,9.9620717633e-8,0.4135737740,26.629000,504571631000000000,62243000000000,62243000000000
4296,0.006200,9.9642532684e-8,0.4136360625,26.635200,504633860000000000,62229000000000,62229000000000
4297,0.006200,9.9664350124e-8,0.4136983510,26.641400,504696076000000000,62216000000000,62216000000000
4298,0.006200,9.9686169951e-8,0.4137606395,26.647600,504758278000000000,62202000000000,62202000000000
4299,0.006200,9.9707992167e-8,0.4138229281,26.653800,504820466000000000,62188000000000,62188000000000
4300,0.006200,9.9729816771e-8,0.4138852166,26.660000,504882641000000000,62175000000000,62175000000000
4301,0.006200,9.9751643763e-8,0.4139475051,26.666200,504944802000000000,62161000000000,62161000000000
4302,0.006200,9.9773473144e-8,0.4140097936,26.672400,505006950000000000,62148000000000,62148000000000
4303,0.006200,9.9795304913e-8,0.4140720821,26.678600,505069084000000000,62134000000000,62134000000000
4304,0.006200,9.9817139070e-8,0.4141343706,26.684800,505131204000000000,62120000000000,62120000000000
4305,0.006200,9.9838975616e-8,0.4141966591,26.691000,505193311000000000,62107000000000,62107000000000
4306,0.006200,9.9860814550e-8,0.4142589476,26.697200,505255404000000000,62093000000000,62093000000000
4307,0.006200,9.9882655872e-8,0.4143212361,26.703400,505317484000000000,62080000000000,62080000000000
4308,0.006200,9.9904499582e-8,0.4143835246,26.709600,505379550000000000,62066000000000,62066000000000
4309,0.006200,9.9926345681e-8,0.4144458131,26.715800,505441602000000000,62052000000000,62052000000000
4310,0.006200,9.9948194167e-8,0.4145081017,26.722000,505503641000000000,62039000000000,62039000000000
4311,0.006200,9.9970045043e-8,0.4145703902,26.728200,505565667000000000,62026000000000,62026000000000
4312,0.006200,9.9991898306e-8,0.4146326787,26.734400,505627678000000000,62011000000000,62011000000000
4313,0.006200,1.0001375396e-7,0.4146949672,26.740600,505689677000000000,61999000000000,61999000000000
4314,0.006200,1.0003561200e-7,0.4147572557,26.746800,505751661000000000,61984000000000,61984000000000
4315,0.006200,1.0005747243e-7,0.4148195442,26.753000,505813632000000000,61971000000000,61971000000000
4316,0.006200,1.0007933524e-7,0.4148818327,26.759200,505875590000000000,61958000000000,61958000000000
4317,0.006200,1.0010120045e-7,0.4149441212,26.765400,505937534000000000,61944000000000,61944000000000
4318,0.006200,1.0012306804e-7,0.4150064097,26.771600,505999465000000000,61931000000000,61931000000000
4319,0.006200,1.0014493802e-7,0.4150686982,26.777800,506061382000000000,61917000000000,61917000000000
4320,0.006200,1.0016681039e-7,0.4151309868,26.784000,506123285000000000,61903000000000,61903000000000
4321,0.006200,1.0018868515e-7,0.4151932753,26.790200,506185175000000000,61890000000000,61890000000000
4322,0.006200,1.0021056230e-7,0.4152555638,26.796400,506247052000000000,61877000000000,61877000000000
4323,0.006200,1.0023244183e-7,0.4153178523,26.802600,506308915000000000,61863000000000,61863000000000
4324,0.006200,1.0025432375e-7,0.4153801408,26.808800,506370764000000000,61849000000000,61849000000000
4325,0.006200,1.0027620806e-7,0.4154424293,26.815000,506432600000000000,61836000000000,61836000000000
4326,0.006200,1.0029809476e-7,0.4155047178,26.821200,506494423000000000,61823000000000,61823000000000
4327,0.006200,1.0031998385e-7,0.4155670063,26.827400,506556232000000000,61809000000000,61809000000000
4328,0.006200,1.0034187533e-7,0.4156292948,26.833600,506618027000000000,61795000000000,61795000000000
4329,0.006200,1.0036376919e-7,0.4156915833,26.839800,506679809000000000,61782000000000,61782000000000
4330,0.006200,1.0038566544e-7,0.4157538719,26.846000,506741578000000000,61769000000000,61769000000000
4331,0.006200,1.0040756408e-7,0.4158161604,26.852200,506803333000000000,61755000000000,61755000000000
4332,0.006200,1.0042946511e-7,0.4158784489,26.858400,506865074000000000,61741000000000,61741000000000
4333,0.006200,1.0045136853e-7,0.4159407374,26.864600,506926802000000000,61728000000000,61728000000000
4334,0.006200,1.0047327434e-7,0.4160030259,26.870800,506988517000000000,61715000000000,61715000000000
4335,0.006200,1.0049518253e-7,0.4160653144,26.877000,507050218000000000,61701000000000,61701000000000
4336,0.006200,1.0051709311e-7,0.4161276029,26.883200,507111906000000000,61688000000000,61688000000000
4337,0.006200,1.0053900608e-7,0.4161898914,26.889400,507173580000000000,61674000000000,61674000000000
4338,0.006200,1.0056092144e-7,0.4162521799,26.895600,507235241000000000,61661000000000,61661000000000
4339,0.006200,1.0058283919e-7,0.4163144684,26.901800,507296889000000000,61648000000000,61648000000000
4340,0.006200,1.0060475932e-7,0.4163767570,26.908000,507358523000000000,61634000000000,61634000000000
4341,0.006200,1.0062668185e-7,0.4164390455,26.914200,507420143000000000,61620000000000,61620000000000
4342,0.006200,1.0064860676e-7,0.4165013340,26.920400,507481751000000000,61608000000000,61608000000000
4343,0.006200,1.0067053406e-7,0.4165636225,26.926600,507543344000000000,61593000000000,61593000000000
4344,0.006200,1.0069246375e-7,0.4166259110,26.932800,507604925000000000,61581000000000,61581000000000
4345,0.006200,1.0071439583e-7,0.4166881995,26.939000,507666492000000000,61567000000000,61567000000000
4346,0.006200,1.0073633029e-7,0.4167504880,26.945200,507728045000000000,61553000000000,61553000000000
4347,0.006200,1.0075826714e-7,0.4168127765,26.951400,507789585000000000,61540000000000,61540000000000
4348,0.006200,1.0078020638e-7,0.4168750650,26.957600,507851112000000000,61527000000000,61527000000000
4349,0.006200,1.0080214801e-7,0.4169373535,26.963800,507912625000000000,61513000000000,61513000000000
4350,0.006200,1.0082409203e-7,0.4169996420,26.970000,507974125000000000,61500000000000,61500000000000
4351,0.006200,1.0084603844e-7,0.4170619306,26.976200,508035612000000000,61487000000000,61487000000000
4352,0.006200,1.0086798723e-7,0.4171242191,26.982400,508097085000000000,61473000000000,61473000000000
4353,0.006200,1.0088993842e-7,0.4171865076,26.988600,508158545000000000,61460000000000,61460000000000
4354,0.006200,1.0091189199e-7,0.4172487961,26.994800,508219991000000000,61446000000000,61446000000000
4355,0.006200,1.0093384795e-7,0.4173110846,27.001000,508281424000000000,61433000000000,61433000000000
4356,0.006200,1.0095580630e-7,0.4173733731,27.007200,508342844000000000,61420000000000,61420000000000
4357,0.006200,1.0097776703e-7,0.4174356616,27.013400,508404250000000000,61406000000000,61406000000000
4358,0.006200,1.0099973016e-7,0.4174979501,27.019600,508465643000000000,61393000000000,61393000000000
4359,0.006200,1.0102169567e-7,0.4175602386,27.025800,508527023000000000,61380000000000,61380000000000
4360,0.006200,1.0104366357e-7,0.4176225271,27.032000,508588389000000000,61366000000000,61366000000000
4361,0.006200,1.0106563386e-7,0.4176848157,27.038200,508649742000000000,61353000000000,61353000000000
4362,0.006200,1.0108760654e-7,0.4177471042,27.044400,508711082000000000,61340000000000,61340000000000
4363,0.006200,1.0110958160e-7,0.4178093927,27.050600,508772408000000000,61326000000000,61326000000000
4364,0.006200,1.0113155906e-7,0.4178716812,27.056800,508833721000000000,61313000000000,61313000000000
4365,0.006200,1.0115353890e-7,0.4179339697,27.063000,508895020000000000,61299000000000,61299000000000
4366,0.006200,1.0117552113e-7,0.4179962582,27.069200,508956307000000000,61287000000000,61287000000000
4367,0.006200,1.0119750575e-7,0.4180585467,27.075400,509017580000000000,61273000000000,61273000000000
4368,0.006200,1.0121949275e-7,0.4181208352,27.081600,509078839000000000,61259000000000,61259000000000
4369,0.006200,1.0124148215e-7,0.4181831237,27.087800,509140086000000000,61247000000000,61247000000000
4370,0.006200,1.0126347393e-7,0.4182454122,27.094000,509201319000000000,61233000000000,61233000000000
4371,0.006200,1.0128546811e-7,0.4183077008,27.100200,509262539000000000,61220000000000,61220000000000
4372,0.006200,1.0130746467e-7,0.4183699893,27.106400,509323745000000000,61206000000000,61206000000000
4373,0.006200,1.0132946361e-7,0.4184322778,27.112600,509384938000000000,61193000000000,61193000000000
4374,0.006200,1.0135146495e-7,0.4184945663,27.118800,509446118000000000,61180000000000,61180000000000
4375,0.006200,1.0137346868e-7,0.4185568548,27.125000,509507285000000000,61167000000000,61167000000000
4376,0.006200,1.0139547479e-7,0.4186191433,27.131200,509568438000000000,61153000000000,61153000000000
4377,0.006200,1.0141748329e-7,0.4186814318,27.137400,509629578000000000,61140000000000,61140000000000
4378,0.006200,1.0143949418e-7,0.4187437203,27.143600,509690705000000000,61127000000000,61127000000000
4379,0.006200,1.0146150746e-7,0.4188060088,27.149800,509751819000000000,61114000000000,61114000000000
4380,0.006200,1.0148352313e-7,0.4188682973,27.156000,509812919000000000,61100000000000,61100000000000
4381,0.006200,1.0150554118e-7,0.4189305858,27.162200,509874006000000000,61087000000000,61087000000000
4382,0.006200,1.0152756162e-7,0.4189928744,27.168400,509935080000000000,61074000000000,61074000000000
4383,0.006200,1.0154958446e-7,0.4190551629,27.174600,509996140000000000,61060000000000,61060000000000
4384,0.006200,1.0157160967e-7,0.4191174514,27.180800,510057188000000000,61048000000000,61048000000000
4385,0.006200,1.0159363728e-7,0.4191797399,27.187000,510118222000000000,61034000000000,61034000000000
4386,0.006200,1.0161566728e-7,0.4192420284,27.193200,510179242000000000,61020000000000,61020000000000
4387,0.006200,1.0163769966e-7,0.4193043169,27.199400,510240250000000000,61008000000000,61008000000000
4388,0.006200,1.0165973444e-7,0.4193666054,27.205600,510301244000000000,60994000000000,60994000000000
4389,0.006200,1.0168177160e-7,0.4194288939,27.211800,510362226000000000,60982000000000,60982000000000
4390,0.006200,1.0170381115e-7,0.4194911824,27.218000,510423194000000000,60968000000000,60968000000000
4391,0.006200,1.0172585308e-7,0.4195534709,27.224200,510484148000000000,60954000000000,60954000000000
4392,0.006200,1.0174789741e-7,0.4196157595,27.230400,510545090000000000,60942000000000,60942000000000
4393,0.006200,1.0176994412e-7,0.4196780480,27.236600,510606018000000000,60928000000000,60928000000000
4394,0.006200,1.0179199323e-7,0.4197403365,27.242800,510666933000000000,60915000000000,60915000000000
4395,0.006200,1.0181404472e-7,0.4198026250,27.249000,510727835000000000,60902000000000,60902000000000
4396,0.006200,1.0183609860e-7,0.4198649135,27.255200,510788724000000000,60889000000000,60889000000000
4397,0.006200,1.0185815486e-7,0.4199272020,27.261400,510849599000000000,60875000000000,60875000000000
4398,0.006200,1.0188021352e-7,0.4199894905,27.267600,510910462000000000,60863000000000,60863000000000
4399,0.006200,1.0190227456e-7,0.4200517790,27.273800,510971311000000000,60849000000000,60849000000000
4400,0.006200,1.0192433799e-7,0.4201140675,27.280000,511032147000000000,60836000000000,60836000000000
4401,0.006200,1.0194640382e-7,0.4201763560,27.286200,511092970000000000,60823000000000,60823000000000
4402,0.006200,1.0196847202e-7,0.4202386446,27.292400,511153780000000000,60810000000000,60810000000000
4403,0.006200,1.0199054262e-7,0.4203009331,27.298600,511214576000000000,60796000000000,60796000000000
4404,0.006200,1.0201261561e-7,0.4203632216,27.304800,511275359000000000,60783000000000,60783000000000
4405,0.006200,1.0203469098e-7,0.4204255101,27.311000,511336130000000000,60771000000000,60771000000000
4406,0.006200,1.0205676874e-7,0.4204877986,27.317200,511396887000000000,60757000000000,60757000000000
4407,0.006200,1.0207884889e-7,0.4205500871,27.323400,511457631000000000,60744000000000,60744000000000
4408,0.006200,1.0210093143e-7,0.4206123756,27.329600,511518362000000000,60731000000000,60731000000000
4409,0.006200,1.0212301636e-7,0.4206746641,27.335800,511579079000000000,60717000000000,60717000000000
4410,0.006200,1.0214510367e-7,0.4207369526,27.342000,511639784000000000,60705000000000,60705000000000
4411,0.006200,1.0216719337e-7,0.4207992411,27.348200,511700475000000000,60691000000000,60691000000000
4412,0.006200,1.0218928547e-7,0.4208615297,27.354400,511761153000000000,60678000000000,60678000000000
4413,0.006200,1.0221137995e-7,0.4209238182,27.360600,511821819000000000,60666000000000,60666000000000
4414,0.006200,1.0223347681e-7,0.4209861067,27.366800,511882471000000000,60652000000000,60652000000000
4415,0.006200,1.0225557607e-7,0.4210483952,27.373000,511943110000000000,60639000000000,60639000000000
4416,0.006200,1.0227767771e-7,0.4211106837,27.379200,512003735000000000,60625000000000,60625000000000
4417,0.006200,1.0229978175e-7,0.4211729722,27.385400,512064348000000000,60613000000000,60613000000000
4418,0.006200,1.0232188817e-7,0.4212352607,27.391600,512124948000000000,60600000000000,60600000000000
4419,0.006200,1.0234399698e-7,0.4212975492,27.397800,512185534000000000,60586000000000,60586000000000
4420,0.006200,1.0236610818e-7,0.4213598377,27.404000,512246108000000000,60574000000000,60574000000000
4421,0.006200,1.0238822176e-7,0.4214221262,27.410200,512306668000000000,60560000000000,60560000000000
4422,0.006200,1.0241033774e-7,0.4214844147,27.416400,512367215000000000,60547000000000,60547000000000
4423,0.006200,1.0243245610e-7,0.4215467033,27.422600,512427750000000000,60535000000000,60535000000000
4424,0.006200,1.0245457685e-7,0.4216089918,27.428800,512488271000000000,60521000000000,60521000000000
4425,0.006200,1.0247669999e-7,0.4216712803,27.435000,512548779000000000,60508000000000,60508000000000
4426,0.006200,1.0249882552e-7,0.4217335688,27.441200,512609274000000000,60495000000000,60495000000000
4427,0.006200,1.0252095343e-7,0.4217958573,27.447400,512669756000000000,60482000000000,60482000000000
4428,0.006200,1.0254308374e-7,0.4218581458,27.453600,512730225000000000,60469000000000,60469000000000
4429,0.006200,1.0256521643e-7,0.4219204343,27.459800,512790681000000000,60456000000000,60456000000000
4430,0.006200,1.0258735151e-7,0.4219827228,27.466000,512851124000000000,60443000000000,60443000000000
4431,0.006200,1.0260948898e-7,0.4220450113,27.472200,512911553000000000,60429000000000,60429000000000
4432,0.006200,1.0263162883e-7,0.4221072998,27.478400,512971970000000000,60417000000000,60417000000000
4433,0.006200,1.0265377108e-7,0.4221695884,27.484600,513032374000000000,60404000000000,60404000000000
4434,0.006200,1.0267591571e-7,0.4222318769,27.490800,513092764000000000,60390000000000,60390000000000
4435,0.006200,1.0269806273e-7,0.4222941654,27.497000,513153142000000000,60378000000000,60378000000000
4436,0.006200,1.0272021215e-7,0.4223564539,27.503200,513213507000000000,60365000000000,60365000000000
4437,0.006200,1.0274236394e-7,0.4224187424,27.509400,513273858000000000,60351000000000,60351000000000
4438,0.006200,1.0276451813e-7,0.4224810309,27.515600,513334197000000000,60339000000000,60339000000000
4439,0.006200,1.0278667471e-7,0.4225433194,27.521800,513394523000000000,60326000000000,60326000000000
4440,0.006200,1.0280883367e-7,0.4226056079,27.528000,513454835000000000,60312000000000,60312000000000
4441,0.006200,1.0283099502e-7,0.4226678964,27.534200,513515135000000000,60300000000000,60300000000000
4442,0.006200,1.0285315876e-7,0.4227301849,27.540400,513575421000000000,60286000000000,60286000000000
4443,0.006200,1.0287532489e-7,0.4227924735,27.546600,513635695000000000,60274000000000,60274000000000
4444,0.006200,1.0289749340e-7,0.4228547620,27.552800,513695956000000000,60261000000000,60261000000000
4445,0.006200,1.0291966431e-7,0.4229170505,27.559000,513756203000000000,60247000000000,60247000000000
4446,0.006200,1.0294183760e-7,0.4229793390,27.565200,513816438000000000,60235000000000,60235000000000
4447,0.006200,1.0296401328e-7,0.4230416275,27.571400,513876660000000000,60222000000000,60222000000000
4448,0.006200,1.0298619135e-7,0.4231039160,27.577600,513936868000000000,60208000000000,60208000000000
4449,0.006200,1.0300837181e-7,0.4231662045,27.583800,513997064000000000,60196000000000,60196000000000
4450,0.006200,1.0303055466e-7,0.4232284930,27.590000,514057247000000000,60183000000000,60183000000000
4451,0.006200,1.0305273989e-7,0.4232907815,27.596200,514117417000000000,60170000000000,60170000000000
4452,0.006200,1.0307492751e-7,0.4233530700,27.602400,514177574000000000,60157000000000,60157000000000
4453,0.006200,1.0309711753e-7,0.4234153585,27.608600,514237718000000000,60144000000000,60144000000000
4454,0.006200,1.0311930992e-7,0.4234776471,27.614800,514297849000000000,60131000000000,60131000000000
4455,0.006200,1.0314150471e-7,0.4235399356,27.621000,514357967000000000,60118000000000,60118000000000
4456,0.006200,1.0316370189e-7,0.4236022241,27.627200,514418072000000000,60105000000000,60105000000000
4457,0.006200,1.0318590145e-7,0.4236645126,27.633400,514478164000000000,60092000000000,60092000000000
4458,0.006200,1.0320810340e-7,0.4237268011,27.639600,514538243000000000,60079000000000,60079000000000
4459,0.006200,1.0323030774e-7,0.4237890896,27.645800,514598310000000000,60067000000000,60067000000000
4460,0.006200,1.0325251447e-7,0.4238513781,27.652000,514658363000000000,60053000000000,60053000000000
4461,0.006200,1.0327472359e-7,0.4239136666,27.658200,514718404000000000,60041000000000,60041000000000
4462,0.006200,1.0329693510e-7,0.4239759551,27.664400,514778431000000000,60027000000000,60027000000000
4463,0.006200,1.0331914899e-7,0.4240382436,27.670600,514838446000000000,60015000000000,60015000000000
4464,0.006200,1.0334136527e-7,0.4241005322,27.676800,514898448000000000,60002000000000,60002000000000
4465,0.006200,1.0336358394e-7,0.4241628207,27.683000,514958437000000000,59989000000000,59989000000000
4466,0.006200,1.0338580500e-7,0.4242251092,27.689200,515018413000000000,59976000000000,59976000000000
4467,0.006200,1.0340802845e-7,0.4242873977,27.695400,515078376000000000,59963000000000,59963000000000
4468,0.006200,1.0343025428e-7,0.4243496862,27.701600,515138326000000000,59950000000000,59950000000000
4469,0.006200,1.0345248251e-7,0.4244119747,27.707800,515198263000000000,59937000000000,59937000000000
4470,0.006200,1.0347471312e-7,0.4244742632,27.714000,515258188000000000,59925000000000,59925000000000
4471,0.006200,1.0349694612e-7,0.4245365517,27.720200,515318099000000000,59911000000000,59911000000000
4472,0.006200,1.0351918151e-7,0.4245988402,27.726400,515377998000000000,59899000000000,59899000000000
4473,0.006200,1.0354141928e-7,0.4246611287,27.732600,515437884000000000,59886000000000,59886000000000
4474,0.006200,1.0356365945e-7,0.4247234173,27.738800,515497757000000000,59873000000000,59873000000000
4475,0.006200,1.0358590200e-7,0.4247857058,27.745000,515557617000000000,59860000000000,59860000000000
4476,0.006200,1.0360814694e-7,0.4248479943,27.751200,515617464000000000,59847000000000,59847000000000
4477,0.006200,1.0363039427e-7,0.4249102828,27.757400,515677299000000000,59835000000000,59835000000000
4478,0.006200,1.0365264399e-7,0.4249725713,27.763600,515737120000000000,59821000000000,59821000000000
4479,0.006200,1.0367489610e-7,0.4250348598,27.769800,515796929000000000,59809000000000,59809000000000
4480,0.006200,1.0369715059e-7,0.4250971483,27.776000,515856725000000000,59796000000000,59796000000000
4481,0.006200,1.0371940747e-7,0.4251594368,27.782200,515916508000000000,59783000000000,59783000000000
4482,0.006200,1.0374166674e-7,0.4252217253,27.788400,515976278000000000,59770000000000,59770000000000
4483,0.006200,1.0376392840e-7,0.4252840138,27.794600,516036036000000000,59758000000000,59758000000000
4484,0.006200,1.0378619245e-7,0.4253463024,27.800800,516095780000000000,59744000000000,59744000000000
4485,0.006200,1.0380845889e-7,0.4254085909,27.807000,516155512000000000,59732000000000,59732000000000
4486,0.006200,1.0383072771e-7,0.4254708794,27.813200,516215231000000000,59719000000000,59719000000000
4487,0.006200,1.0385299892e-7,0.4255331679,27.819400,516274937000000000,59706000000000,59706000000000
4488,0.006200,1.0387527252e-7,0.4255954564,27.825600,516334631000000000,59694000000000,59694000000000
4489,0.006200,1.0389754851e-7,0.4256577449,27.831800,516394311000000000,59680000000000,59680000000000
4490,0.006200,1.0391982689e-7,0.4257200334,27.838000,516453979000000000,59668000000000,59668000000000
4491,0.006200,1.0394210766e-7,0.4257823219,27.844200,516513634000000000,59655000000000,59655000000000
4492,0.006200,1.0396439081e-7,0.4258446104,27.850400,516573276000000000,59642000000000,59642000000000
4493,0.006200,1.0398667635e-7,0.4259068989,27.856600,516632905000000000,59629000000000,59629000000000
4494,0.006200,1.0400896428e-7,0.4259691874,27.862800,516692522000000000,59617000000000,59617000000000
4495,0.006200,1.0403125460e-7,0.4260314760,27.869000,516752126000000000,59604000000000,59604000000000
4496,0.006200,1.0405354731e-7,0.4260937645,27.875200,516811717000000000,59591000000000,59591000000000
4497,0.006200,1.0407584240e-7,0.4261560530,27.881400,516871295000000000,59578000000000,59578000000000
4498,0.006200,1.0409813989e-7,0.4262183415,27.887600,516930861000000000,59566000000000,59566000000000
4499,0.006200,1.0412043976e-7,0.4262806300,27.893800,516990414000000000,59553000000000,59553000000000
4500,0.006200,1.0414274202e-7,0.4263429185,27.900000,517049954000000000,59540000000000,59540000000000
4501,0.006200,1.0416504667e-7,0.4264052070,27.906200,517109481000000000,59527000000000,59527000000000
4502,0.006200,1.0418735370e-7,0.4264674955,27.912400,517168996000000000,59515000000000,59515000000000
4503,0.006200,1.0420966313e-7,0.4265297840,27.918600,517228497000000000,59501000000000,59501000000000
4504,0.006200,1.0423197494e-7,0.4265920725,27.924800,517287987000000000,59490000000000,59490000000000
4505,0.006200,1.0425428914e-7,0.4266543611,27.931000,517347463000000000,59476000000000,59476000000000
4506,0.006200,1.0427660573e-7,0.4267166496,27.937200,517406926000000000,59463000000000,59463000000000
4507,0.006200,1.0429892471e-7,0.4267789381,27.943400,517466377000000000,59451000000000,59451000000000
4508,0.006200,1.0432124608e-7,0.4268412266,27.949600,517525816000000000,59439000000000,59439000000000
4509,0.006200,1.0434356983e-7,0.4269035151,27.955800,517585241000000000,59425000000000,59425000000000
4510,0.006200,1.0436589598e-7,0.4269658036,27.962000,517644654000000000,59413000000000,59413000000000
4511,0.006200,1.0438822451e-7,0.4270280921,27.968200,517704054000000000,59400000000000,59400000000000
4512,0.006200,1.0441055543e-7,0.4270903806,27.974400,517763441000000000,59387000000000,59387000000000
4513,0.006200,1.0443288873e-7,0.4271526691,27.980600,517822816000000000,59375000000000,59375000000000
4514,0.006200,1.0445522443e-7,0.4272149576,27.986800,517882178000000000,59362000000000,59362000000000
4515,0.006200,1.0447756251e-7,0.4272772462,27.993000,517941527000000000,59349000000000,59349000000000
4516,0.006200,1.0449990299e-7,0.4273395347,27.999200,518000863000000000,59336000000000,59336000000000
4517,0.006200,1.0452224585e-7,0.4274018232,28.005400,518060187000000000,59324000000000,59324000000000
4518,0.006200,1.0454459110e-7,0.4274641117,28.011600,518119498000000000,59311000000000,59311000000000
4519,0.006200,1.0456693873e-7,0.4275264002,28.017800,518178797000000000,59299000000000,59299000000000
4520,0.006200,1.0458928876e-7,0.4275886887,28.024000,518238083000000000,59286000000000,59286000000000
4521,0.006200,1.0461164117e-7,0.4276509772,28.030200,518297356000000000,59273000000000,59273000000000
4522,0.006200,1.0463399598e-7,0.4277132657,28.036400,518356616000000000,59260000000000,59260000000000
4523,0.006200,1.0465635317e-7,0.4277755542,28.042600,518415864000000000,59248000000000,59248000000000
4524,0.006200,1.0467871275e-7,0.4278378427,28.048800,518475099000000000,59235000000000,59235000000000
4525,0.006200,1.0470107471e-7,0.4279001312,28.055000,518534322000000000,59223000000000,59223000000000
