swap_index,sol_in_SOL,price_per_token_SOL,retain_multiplier,total_sol_raised,total_tokens_minted,tokens_out_estimate,tokens_out_actual
8131,0.006200,2.0087031891e-7,0.6525124973,50.412200,672698672000000000,30868000000000,30868000000000
8132,0.006200,2.0090129540e-7,0.6525747858,50.418400,672729536000000000,30864000000000,30864000000000
8133,0.006200,2.0093227429e-7,0.6526370743,50.424600,672760394000000000,30858000000000,30858000000000
8134,0.006200,2.0096325556e-7,0.6526993628,50.430800,672791248000000000,30854000000000,30854000000000
8135,0.006200,2.0099423921e-7,0.6527616514,50.437000,672822097000000000,30849000000000,30849000000000
8136,0.006200,2.0102522526e-7,0.6528239399,50.443200,672852941000000000,30844000000000,30844000000000
8137,0.006200,2.0105621369e-7,0.6528862284,50.449400,672883781000000000,30840000000000,30840000000000
8138,0.006200,2.0108720452e-7,0.6529485169,50.455600,672914616000000000,30835000000000,30835000000000
8139,0.006200,2.0111819773e-7,0.6530108054,50.461800,672945446000000000,30830000000000,30830000000000
8140,0.006200,2.0114919333e-7,0.6530730939,50.468000,672976271000000000,30825000000000,30825000000000
8141,0.006200,2.0118019132e-7,0.6531353824,50.474200,673007091000000000,30820000000000,30820000000000
8142,0.006200,2.0121119169e-7,0.6531976709,50.480400,673037907000000000,30816000000000,30816000000000
8143,0.006200,2.0124219446e-7,0.6532599594,50.486600,673068718000000000,30811000000000,30811000000000
8144,0.006200,2.0127319961e-7,0.6533222479,50.492800,673099525000000000,30807000000000,30807000000000
8145,0.006200,2.0130420715e-7,0.6533845365,50.499000,673130326000000000,30801000000000,30801000000000
8146,0.006200,2.0133521708e-7,0.6534468250,50.505200,673161123000000000,30797000000000,30797000000000
8147,0.006200,2.0136622940e-7,0.6535091135,50.511400,673191915000000000,30792000000000,30792000000000
8148,0.006200,2.0139724410e-7,0.6535714020,50.517600,673222702000000000,30787000000000,30787000000000
8149,0.006200,2.0142826120e-7,0.6536336905,50.523800,673253485000000000,30783000000000,30783000000000
8150,0.006200,2.0145928068e-7,0.6536959790,50.530000,673284263000000000,30778000000000,30778000000000
8151,0.006200,2.0149030255e-7,0.6537582675,50.536200,673315036000000000,30773000000000,30773000000000
8152,0.006200,2.0152132681e-7,0.6538205560,50.542400,673345804000000000,30768000000000,30768000000000
8153,0.006200,2.0155235346e-7,0.6538828445,50.548600,673376568000000000,30764000000000,30764000000000
8154,0.006200,2.0158338249e-7,0.6539451330,50.554800,673407326000000000,30758000000000,30758000000000
8155,0.006200,2.0161441392e-7,0.6540074215,50.561000,673438081000000000,30755000000000,30755000000000
8156,0.006200,2.0164544773e-7,0.6540697101,50.567200,673468830000000000,30749000000000,30749000000000
8157,0.006200,2.0167648393e-7,0.6541319986,50.573400,673499575000000000,30745000000000,30745000000000
8158,0.006200,2.0170752252e-7,0.6541942871,50.579600,673530315000000000,30740000000000,30740000000000
8159,0.006200,2.0173856349e-7,0.6542565756,50.585800,673561050000000000,30735000000000,30735000000000
8160,0.006200,2.0176960686e-7,0.6543188641,50.592000,673591780000000000,30730000000000,30730000000000
8161,0.006200,2.0180065261e-7,0.6543811526,50.598200,673622506000000000,30726000000000,30726000000000
8162,0.006200,2.0183170075e-7,0.6544434411,50.604400,673653227000000000,30721000000000,30721000000000
8163,0.006200,2.0186275128e-7,0.6545057296,50.610600,673683943000000000,30716000000000,30716000000000
8164,0.006200,2.0189380420e-7,0.6545680181,50.616800,673714655000000000,30712000000000,30712000000000
8165,0.006200,2.0192485951e-7,0.6546303066,50.623000,673745362000000000,30707000000000,30707000000000
8166,0.006200,2.0195591720e-7,0.6546925952,50.629200,673776064000000000,30702000000000,30702000000000
8167,0.006200,2.0198697729e-7,0.6547548837,50.635400,673806761000000000,30697000000000,30697000000000
8168,0.006200,2.0201803976e-7,0.6548171722,50.641600,673837454000000000,30693000000000,30693000000000
8169,0.006200,2.0204910462e-7,0.6548794607,50.647800,673868142000000000,30688000000000,30688000000000
8170,0.006200,2.0208017187e-7,0.6549417492,50.654000,673898825000000000,30683000000000,30683000000000
8171,0.006200,2.0211124150e-7,0.6550040377,50.660200,673929504000000000,30679000000000,30679000000000
8172,0.006200,2.0214231353e-7,0.6550663262,50.666400,673960178000000000,30674000000000,30674000000000
8173,0.006200,2.0217338794e-7,0.6551286147,50.672600,673990847000000000,30669000000000,30669000000000
8174,0.006200,2.0220446474e-7,0.6551909032,50.678800,674021511000000000,30664000000000,30664000000000
8175,0.006200,2.0223554393e-7,0.6552531917,50.685000,674052171000000000,30660000000000,30660000000000
8176,0.006200,2.0226662551e-7,0.6553154803,50.691200,674082826000000000,30655000000000,30655000000000
8177,0.006200,2.0229770947e-7,0.6553777688,50.697400,674113476000000000,30650000000000,30650000000000
8178,0.006200,2.0232879583e-7,0.6554400573,50.703600,674144122000000000,30646000000000,30646000000000
8179,0.006200,2.0235988457e-7,0.6555023458,50.709800,674174762000000000,30640000000000,30640000000000
8180,0.006200,2.0239097570e-7,0.6555646343,50.716000,674205399000000000,30637000000000,30637000000000
8181,0.006200,2.0242206922e-7,0.6556269228,50.722200,674236030000000000,30631000000000,30631000000000
8182,0.006200,2.0245316513e-7,0.6556892113,50.728400,674266657000000000,30627000000000,30627000000000
8183,0.006200,2.0248426342e-7,0.6557514998,50.734600,674297279000000000,30622000000000,30622000000000
8184,0.006200,2.0251536411e-7,0.6558137883,50.740800,674327896000000000,30617000000000,30617000000000
8185,0.006200,2.0254646718e-7,0.6558760768,50.747000,674358509000000000,30613000000000,30613000000000
8186,0.006200,2.0257757264e-7,0.6559383654,50.753200,674389117000000000,30608000000000,30608000000000
8187,0.006200,2.0260868049e-7,0.6560006539,50.759400,674419720000000000,30603000000000,30603000000000
8188,0.006200,2.0263979073e-7,0.6560629424,50.765600,674450318000000000,30598000000000,30598000000000
8189,0.006200,2.0267090335e-7,0.6561252309,50.771800,674480912000000000,30594000000000,30594000000000
8190,0.006200,2.0270201836e-7,0.6561875194,50.778000,674511501000000000,30589000000000,30589000000000
8191,0.006200,2.0273313577e-7,0.6562498079,50.784200,674542086000000000,30585000000000,30585000000000
8192,0.006200,2.0276425556e-7,0.6563120964,50.790400,674572665000000000,30579000000000,30579000000000
8193,0.006200,2.0279537774e-7,0.6563743849,50.796600,674603240000000000,30575000000000,30575000000000
8194,0.006200,2.0282650230e-7,0.6564366734,50.802800,674633811000000000,30571000000000,30571000000000
8195,0.006200,2.0285762926e-7,0.6564989619,50.809000,674664376000000000,30565000000000,30565000000000
8196,0.006200,2.0288875860e-7,0.6565612504,50.815200,674694937000000000,30561000000000,30561000000000
8197,0.006200,2.0291989033e-7,0.6566235390,50.821400,674725494000000000,30557000000000,30557000000000
8198,0.006200,2.0295102445e-7,0.6566858275,50.827600,674756045000000000,30551000000000,30551000000000
8199,0.006200,2.0298216096e-7,0.6567481160,50.833800,674786592000000000,30547000000000,30547000000000
8200,0.006200,2.0301329986e-7,0.6568104045,50.840000,674817134000000000,30542000000000,30542000000000
8201,0.006200,2.0304444114e-7,0.6568726930,50.846200,674847672000000000,30538000000000,30538000000000
8202,0.006200,2.0307558481e-7,0.6569349815,50.852400,674878205000000000,30533000000000,30533000000000
8203,0.006200,2.0310673088e-7,0.6569972700,50.858600,674908733000000000,30528000000000,30528000000000
8204,0.006200,2.0313787932e-7,0.6570595585,50.864800,674939256000000000,30523000000000,30523000000000
8205,0.006200,2.0316903016e-7,0.6571218470,50.871000,674969775000000000,30519000000000,30519000000000
8206,0.006200,2.0320018339e-7,0.6571841355,50.877200,675000289000000000,30514000000000,30514000000000
8207,0.006200,2.0323133900e-7,0.6572464241,50.883400,675030799000000000,30510000000000,30510000000000
8208,0.006200,2.0326249701e-7,0.6573087126,50.889600,675061303000000000,30504000000000,30504000000000
8209,0.006200,2.0329365740e-7,0.6573710011,50.895800,675091804000000000,30501000000000,30501000000000
8210,0.006200,2.0332482018e-7,0.6574332896,50.902000,675122299000000000,30495000000000,30495000000000
8211,0.006200,2.0335598534e-7,0.6574955781,50.908200,675152790000000000,30491000000000,30491000000000
8212,0.006200,2.0338715290e-7,0.6575578666,50.914400,675183276000000000,30486000000000,30486000000000
8213,0.006200,2.0341832284e-7,0.6576201551,50.920600,675213757000000000,30481000000000,30481000000000
8214,0.006200,2.0344949518e-7,0.6576824436,50.926800,675244234000000000,30477000000000,30477000000000
8215,0.006200,2.0348066990e-7,0.6577447321,50.933000,675274706000000000,30472000000000,30472000000000
8216,0.006200,2.0351184700e-7,0.6578070206,50.939200,675305173000000000,30467000000000,30467000000000
8217,0.006200,2.0354302650e-7,0.6578693092,50.945400,675335636000000000,30463000000000,30463000000000
8218,0.006200,2.0357420839e-7,0.6579315977,50.951600,675366094000000000,30458000000000,30458000000000
8219,0.006200,2.0360539266e-7,0.6579938862,50.957800,675396548000000000,30454000000000,30454000000000
8220,0.006200,2.0363657932e-7,0.6580561747,50.964000,675426996000000000,30448000000000,30448000000000
8221,0.006200,2.0366776837e-7,0.6581184632,50.970200,675457440000000000,30444000000000,30444000000000
8222,0.006200,2.0369895981e-7,0.6581807517,50.976400,675487880000000000,30440000000000,30440000000000
8223,0.006200,2.0373015364e-7,0.6582430402,50.982600,675518314000000000,30434000000000,30434000000000
8224,0.006200,2.0376134985e-7,0.6583053287,50.988800,675548745000000000,30431000000000,30431000000000
8225,0.006200,2.0379254846e-7,0.6583676172,50.995000,675579170000000000,30425000000000,30425000000000
8226,0.006200,2.0382374945e-7,0.6584299057,51.001200,675609591000000000,30421000000000,30421000000000
8227,0.006200,2.0385495283e-7,0.6584921942,51.007400,675640007000000000,30416000000000,30416000000000
8228,0.006200,2.0388615860e-7,0.6585544828,51.013600,675670418000000000,30411000000000,30411000000000
8229,0.006200,2.0391736675e-7,0.6586167713,51.019800,675700825000000000,30407000000000,30407000000000
8230,0.006200,2.0394857730e-7,0.6586790598,51.026000,675731227000000000,30402000000000,30402000000000
8231,0.006200,2.0397979023e-7,0.6587413483,51.032200,675761625000000000,30398000000000,30398000000000
8232,0.006200,2.0401100555e-7,0.6588036368,51.038400,675792018000000000,30393000000000,30393000000000
8233,0.006200,2.0404222326e-7,0.6588659253,51.044600,675822406000000000,30388000000000,30388000000000
8234,0.006200,2.0407344336e-7,0.6589282138,51.050800,675852789000000000,30383000000000,30383000000000
8235,0.006200,2.0410466585e-7,0.6589905023,51.057000,675883168000000000,30379000000000,30379000000000
8236,0.006200,2.0413589072e-7,0.6590527908,51.063200,675913542000000000,30374000000000,30374000000000
8237,0.006200,2.0416711798e-7,0.6591150793,51.069400,675943912000000000,30370000000000,30370000000000
8238,0.006200,2.0419834763e-7,0.6591773679,51.075600,675974277000000000,30365000000000,30365000000000
8239,0.006200,2.0422957967e-7,0.6592396564,51.081800,676004637000000000,30360000000000,30360000000000
8240,0.006200,2.0426081410e-7,0.6593019449,51.088000,676034993000000000,30356000000000,30356000000000
8241,0.006200,2.0429205092e-7,0.6593642334,51.094200,676065344000000000,30351000000000,30351000000000
8242,0.006200,2.0432329012e-7,0.6594265219,51.100400,676095690000000000,30346000000000,30346000000000
8243,0.006200,2.0435453171e-7,0.6594888104,51.106600,676126032000000000,30342000000000,30342000000000
8244,0.006200,2.0438577569e-7,0.6595510989,51.112800,676156369000000000,30337000000000,30337000000000
8245,0.006200,2.0441702206e-7,0.6596133874,51.119000,676186702000000000,30333000000000,30333000000000
8246,0.006200,2.0444827082e-7,0.6596756759,51.125200,676217030000000000,30328000000000,30328000000000
8247,0.006200,2.0447952197e-7,0.6597379644,51.131400,676247353000000000,30323000000000,30323000000000
8248,0.006200,2.0451077550e-7,0.6598002530,51.137600,676277671000000000,30318000000000,30318000000000
8249,0.006200,2.0454203142e-7,0.6598625415,51.143800,676307985000000000,30314000000000,30314000000000
8250,0.006200,2.0457328973e-7,0.6599248300,51.150000,676338295000000000,30310000000000,30310000000000
8251,0.006200,2.0460455043e-7,0.6599871185,51.156200,676368599000000000,30304000000000,30304000000000
8252,0.006200,2.0463581352e-7,0.6600494070,51.162400,676398899000000000,30300000000000,30300000000000
8253,0.006200,2.0466707899e-7,0.6601116955,51.168600,676429195000000000,30296000000000,30296000000000
8254,0.006200,2.0469834686e-7,0.6601739840,51.174800,676459486000000000,30291000000000,30291000000000
8255,0.006200,2.0472961711e-7,0.6602362725,51.181000,676489772000000000,30286000000000,30286000000000
8256,0.006200,2.0476088975e-7,0.6602985610,51.187200,676520053000000000,30281000000000,30281000000000
8257,0.006200,2.0479216478e-7,0.6603608495,51.193400,676550330000000000,30277000000000,30277000000000
8258,0.006200,2.0482344219e-7,0.6604231381,51.199600,676580602000000000,30272000000000,30272000000000
8259,0.006200,2.0485472200e-7,0.6604854266,51.205800,676610870000000000,30268000000000,30268000000000
8260,0.006200,2.0488600419e-7,0.6605477151,51.212000,676641133000000000,30263000000000,30263000000000
8261,0.006200,2.0491728877e-7,0.6606100036,51.218200,676671392000000000,30259000000000,30259000000000
8262,0.006200,2.0494857574e-7,0.6606722921,51.224400,676701645000000000,30253000000000,30253000000000
8263,0.006200,2.0497986510e-7,0.6607345806,51.230600,676731894000000000,30249000000000,30249000000000
8264,0.006200,2.0501115685e-7,0.6607968691,51.236800,676762139000000000,30245000000000,30245000000000
8265,0.006200,2.0504245098e-7,0.6608591576,51.243000,676792379000000000,30240000000000,30240000000000
8266,0.006200,2.0507374750e-7,0.6609214461,51.249200,676822614000000000,30235000000000,30235000000000
8267,0.006200,2.0510504642e-7,0.6609837346,51.255400,676852845000000000,30231000000000,30231000000000
8268,0.006200,2.0513634772e-7,0.6610460231,51.261600,676883071000000000,30226000000000,30226000000000
8269,0.006200,2.0516765140e-7,0.6611083117,51.267800,676913293000000000,30222000000000,30222000000000
8270,0.006200,2.0519895748e-7,0.6611706002,51.274000,676943510000000000,30217000000000,30217000000000
8271,0.006200,2.0523026594e-7,0.6612328887,51.280200,676973722000000000,30212000000000,30212000000000
8272,0.006200,2.0526157680e-7,0.6612951772,51.286400,677003929000000000,30207000000000,30207000000000
8273,0.006200,2.0529289004e-7,0.6613574657,51.292600,677034133000000000,30204000000000,30204000000000
8274,0.006200,2.0532420567e-7,0.6614197542,51.298800,677064331000000000,30198000000000,30198000000000
8275,0.006200,2.0535552368e-7,0.6614820427,51.305000,677094525000000000,30194000000000,30194000000000
8276,0.006200,2.0538684409e-7,0.6615443312,51.311200,677124714000000000,30189000000000,30189000000000
8277,0.006200,2.0541816688e-7,0.6616066197,51.317400,677154899000000000,30185000000000,30185000000000
8278,0.006200,2.0544949207e-7,0.6616689082,51.323600,677185079000000000,30180000000000,30180000000000
8279,0.006200,2.0548081964e-7,0.6617311968,51.329800,677215254000000000,30175000000000,30175000000000
8280,0.006200,2.0551214959e-7,0.6617934853,51.336000,677245425000000000,30171000000000,30171000000000
8281,0.006200,2.0554348194e-7,0.6618557738,51.342200,677275591000000000,30166000000000,30166000000000
8282,0.006200,2.0557481668e-7,0.6619180623,51.348400,677305753000000000,30162000000000,30162000000000
8283,0.006200,2.0560615380e-7,0.6619803508,51.354600,677335910000000000,30157000000000,30157000000000
8284,0.006200,2.0563749331e-7,0.6620426393,51.360800,677366062000000000,30152000000000,30152000000000
8285,0.006200,2.0566883521e-7,0.6621049278,51.367000,677396210000000000,30148000000000,30148000000000
8286,0.006200,2.0570017950e-7,0.6621672163,51.373200,677426353000000000,30143000000000,30143000000000
8287,0.006200,2.0573152618e-7,0.6622295048,51.379400,677456492000000000,30139000000000,30139000000000
8288,0.006200,2.0576287524e-7,0.6622917933,51.385600,677486626000000000,30134000000000,30134000000000
8289,0.006200,2.0579422670e-7,0.6623540819,51.391800,677516756000000000,30130000000000,30130000000000
8290,0.006200,2.0582558054e-7,0.6624163704,51.398000,677546881000000000,30125000000000,30125000000000
8291,0.006200,2.0585693677e-7,0.6624786589,51.404200,677577001000000000,30120000000000,30120000000000
8292,0.006200,2.0588829539e-7,0.6625409474,51.410400,677607117000000000,30116000000000,30116000000000
8293,0.006200,2.0591965639e-7,0.6626032359,51.416600,677637228000000000,30111000000000,30111000000000
8294,0.006200,2.0595101979e-7,0.6626655244,51.422800,677667334000000000,30106000000000,30106000000000
8295,0.006200,2.0598238557e-7,0.6627278129,51.429000,677697436000000000,30102000000000,30102000000000
8296,0.006200,2.0601375374e-7,0.6627901014,51.435200,677727534000000000,30098000000000,30098000000000
8297,0.006200,2.0604512430e-7,0.6628523899,51.441400,677757626000000000,30092000000000,30092000000000
8298,0.006200,2.0607649725e-7,0.6629146784,51.447600,677787715000000000,30089000000000,30089000000000
8299,0.006200,2.0610787258e-7,0.6629769669,51.453800,677817798000000000,30083000000000,30083000000000
8300,0.006200,2.0613925031e-7,0.6630392555,51.460000,677847877000000000,30079000000000,30079000000000
8301,0.006200,2.0617063042e-7,0.6631015440,51.466200,677877952000000000,30075000000000,30075000000000
8302,0.006200,2.0620201292e-7,0.6631638325,51.472400,677908022000000000,30070000000000,30070000000000
8303,0.006200,2.0623339781e-7,0.6632261210,51.478600,677938087000000000,30065000000000,30065000000000
8304,0.006200,2.0626478509e-7,0.6632884095,51.484800,677968148000000000,30061000000000,30061000000000
8305,0.006200,2.0629617476e-7,0.6633506980,51.491000,677998204000000000,30056000000000,30056000000000
8306,0.006200,2.0632756681e-7,0.6634129865,51.497200,678028255000000000,30051000000000,30051000000000
8307,0.006200,2.0635896125e-7,0.6634752750,51.503400,678058302000000000,30047000000000,30047000000000
8308,0.006200,2.0639035808e-7,0.6635375635,51.509600,678088345000000000,30043000000000,30043000000000
8309,0.006200,2.0642175730e-7,0.6635998520,51.515800,678118383000000000,30038000000000,30038000000000
8310,0.006200,2.0645315891e-7,0.6636621406,51.522000,678148416000000000,30033000000000,30033000000000
8311,0.006200,2.0648456290e-7,0.6637244291,51.528200,678178445000000000,30029000000000,30029000000000
8312,0.006200,2.0651596929e-7,0.6637867176,51.534400,678208469000000000,30024000000000,30024000000000
8313,0.006200,2.0654737806e-7,0.6638490061,51.540600,678238489000000000,30020000000000,30020000000000
8314,0.006200,2.0657878922e-7,0.6639112946,51.546800,678268504000000000,30015000000000,30015000000000
8315,0.006200,2.0661020277e-7,0.6639735831,51.553000,678298514000000000,30010000000000,30010000000000
8316,0.006200,2.0664161871e-7,0.6640358716,51.559200,678328520000000000,30006000000000,30006000000000
8317,0.006200,2.0667303703e-7,0.6640981601,51.565400,678358521000000000,30001000000000,30001000000000
8318,0.006200,2.0670445774e-7,0.6641604486,51.571600,678388518000000000,29997000000000,29997000000000
8319,0.006200,2.0673588085e-7,0.6642227371,51.577800,678418510000000000,29992000000000,29992000000000
8320,0.006200,2.0676730634e-7,0.6642850257,51.584000,678448498000000000,29988000000000,29988000000000
8321,0.006200,2.0679873421e-7,0.6643473142,51.590200,678478481000000000,29983000000000,29983000000000
8322,0.006200,2.0683016448e-7,0.6644096027,51.596400,678508460000000000,29979000000000,29979000000000
8323,0.006200,2.0686159714e-7,0.6644718912,51.602600,678538434000000000,29974000000000,29974000000000
8324,0.006200,2.0689303218e-7,0.6645341797,51.608800,678568403000000000,29969000000000,29969000000000
8325,0.006200,2.0692446961e-7,0.6645964682,51.615000,678598368000000000,29965000000000,29965000000000
8326,0.006200,2.0695590943e-7,0.6646587567,51.621200,678628328000000000,29960000000000,29960000000000
8327,0.006200,2.0698735164e-7,0.6647210452,51.627400,678658284000000000,29956000000000,29956000000000
8328,0.006200,2.0701879623e-7,0.6647833337,51.633600,678688235000000000,29951000000000,29951000000000
8329,0.006200,2.0705024322e-7,0.6648456222,51.639800,678718182000000000,29947000000000,29947000000000
8330,0.006200,2.0708169259e-7,0.6649079108,51.646000,678748124000000000,29942000000000,29942000000000
8331,0.006200,2.0711314435e-7,0.6649701993,51.652200,678778062000000000,29938000000000,29938000000000
8332,0.006200,2.0714459850e-7,0.6650324878,51.658400,678807995000000000,29933000000000,29933000000000
8333,0.006200,2.0717605504e-7,0.6650947763,51.664600,678837923000000000,29928000000000,29928000000000
8334,0.006200,2.0720751397e-7,0.6651570648,51.670800,678867847000000000,29924000000000,29924000000000
8335,0.006200,2.0723897528e-7,0.6652193533,51.677000,678897767000000000,29920000000000,29920000000000
8336,0.006200,2.0727043898e-7,0.6652816418,51.683200,678927682000000000,29915000000000,29915000000000
8337,0.006200,2.0730190507e-7,0.6653439303,51.689400,678957592000000000,29910000000000,29910000000000
8338,0.006200,2.0733337355e-7,0.6654062188,51.695600,678987498000000000,29906000000000,29906000000000
8339,0.006200,2.0736484442e-7,0.6654685073,51.701800,679017399000000000,29901000000000,29901000000000
8340,0.006200,2.0739631767e-7,0.6655307958,51.708000,679047296000000000,29897000000000,29897000000000
8341,0.006200,2.0742779332e-7,0.6655930844,51.714200,679077188000000000,29892000000000,29892000000000
8342,0.006200,2.0745927135e-7,0.6656553729,51.720400,679107076000000000,29888000000000,29888000000000
8343,0.006200,2.0749075177e-7,0.6657176614,51.726600,679136959000000000,29883000000000,29883000000000
8344,0.006200,2.0752223458e-7,0.6657799499,51.732800,679166837000000000,29878000000000,29878000000000
8345,0.006200,2.0755371978e-7,0.6658422384,51.739000,679196711000000000,29874000000000,29874000000000
8346,0.006200,2.0758520736e-7,0.6659045269,51.745200,679226581000000000,29870000000000,29870000000000
8347,0.006200,2.0761669734e-7,0.6659668154,51.751400,679256446000000000,29865000000000,29865000000000
8348,0.006200,2.0764818970e-7,0.6660291039,51.757600,679286306000000000,29860000000000,29860000000000
8349,0.006200,2.0767968445e-7,0.6660913924,51.763800,679316162000000000,29856000000000,29856000000000
8350,0.006200,2.0771118159e-7,0.6661536809,51.770000,679346014000000000,29852000000000,29852000000000
8351,0.006200,2.0774268111e-7,0.6662159695,51.776200,679375861000000000,29847000000000,29847000000000
8352,0.006200,2.0777418303e-7,0.6662782580,51.782400,679405703000000000,29842000000000,29842000000000
8353,0.006200,2.0780568733e-7,0.6663405465,51.788600,679435541000000000,29838000000000,29838000000000
8354,0.006200,2.0783719402e-7,0.6664028350,51.794800,679465374000000000,29833000000000,29833000000000
8355,0.006200,2.0786870310e-7,0.6664651235,51.801000,679495203000000000,29829000000000,29829000000000
8356,0.006200,2.0790021457e-7,0.6665274120,51.807200,679525027000000000,29824000000000,29824000000000
8357,0.006200,2.0793172843e-7,0.6665897005,51.813400,679554847000000000,29820000000000,29820000000000
8358,0.006200,2.0796324467e-7,0.6666519890,51.819600,679584662000000000,29815000000000,29815000000000
8359,0.006200,2.0799476330e-7,0.6667142775,51.825800,679614473000000000,29811000000000,29811000000000
8360,0.006200,2.0802628433e-7,0.6667765660,51.832000,679644279000000000,29806000000000,29806000000000
8361,0.006200,2.0805780773e-7,0.6668388546,51.838200,679674081000000000,29802000000000,29802000000000
8362,0.006200,2.0808933353e-7,0.6669011431,51.844400,679703878000000000,29797000000000,29797000000000
8363,0.006200,2.0812086172e-7,0.6669634316,51.850600,679733670000000000,29792000000000,29792000000000
8364,0.006200,2.0815239229e-7,0.6670257201,51.856800,679763459000000000,29789000000000,29789000000000
8365,0.006200,2.0818392526e-7,0.6670880086,51.863000,679793242000000000,29783000000000,29783000000000
8366,0.006200,2.0821546061e-7,0.6671502971,51.869200,679823021000000000,29779000000000,29779000000000
8367,0.006200,2.0824699835e-7,0.6672125856,51.875400,679852796000000000,29775000000000,29775000000000
8368,0.006200,2.0827853847e-7,0.6672748741,51.881600,679882566000000000,29770000000000,29770000000000
8369,0.006200,2.0831008099e-7,0.6673371626,51.887800,679912332000000000,29766000000000,29766000000000
8370,0.006200,2.0834162589e-7,0.6673994511,51.894000,679942093000000000,29761000000000,29761000000000
8371,0.006200,2.0837317319e-7,0.6674617396,51.900200,679971849000000000,29756000000000,29756000000000
8372,0.006200,2.0840472287e-7,0.6675240282,51.906400,680001601000000000,29752000000000,29752000000000
8373,0.006200,2.0843627493e-7,0.6675863167,51.912600,680031349000000000,29748000000000,29748000000000
8374,0.006200,2.0846782939e-7,0.6676486052,51.918800,680061092000000000,29743000000000,29743000000000
8375,0.006200,2.0849938624e-7,0.6677108937,51.925000,680090830000000000,29738000000000,29738000000000
8376,0.006200,2.0853094547e-7,0.6677731822,51.931200,680120564000000000,29734000000000,29734000000000
8377,0.006200,2.0856250709e-7,0.6678354707,51.937400,680150294000000000,29730000000000,29730000000000
8378,0.006200,2.0859407110e-7,0.6678977592,51.943600,680180019000000000,29725000000000,29725000000000
8379,0.006200,2.0862563750e-7,0.6679600477,51.949800,680209740000000000,29721000000000,29721000000000
8380,0.006200,2.0865720629e-7,0.6680223362,51.956000,680239456000000000,29716000000000,29716000000000
8381,0.006200,2.0868877746e-7,0.6680846247,51.962200,680269167000000000,29711000000000,29711000000000
8382,0.006200,2.0872035103e-7,0.6681469133,51.968400,680298874000000000,29707000000000,29707000000000
8383,0.006200,2.0875192698e-7,0.6682092018,51.974600,680328577000000000,29703000000000,29703000000000
8384,0.006200,2.0878350532e-7,0.6682714903,51.980800,680358275000000000,29698000000000,29698000000000
8385,0.006200,2.0881508605e-7,0.6683337788,51.987000,680387969000000000,29694000000000,29694000000000
8386,0.006200,2.0884666916e-7,0.6683960673,51.993200,680417658000000000,29689000000000,29689000000000
8387,0.006200,2.0887825467e-7,0.6684583558,51.999400,680447342000000000,29684000000000,29684000000000
8388,0.006200,2.0890984256e-7,0.6685206443,52.005600,680477022000000000,29680000000000,29680000000000
8389,0.006200,2.0894143284e-7,0.6685829328,52.011800,680506698000000000,29676000000000,29676000000000
8390,0.006200,2.0897302551e-7,0.6686452213,52.018000,680536369000000000,29671000000000,29671000000000
8391,0.006200,2.0900462057e-7,0.6687075098,52.024200,680566036000000000,29667000000000,29667000000000
8392,0.006200,2.0903621802e-7,0.6687697984,52.030400,680595698000000000,29662000000000,29662000000000
8393,0.006200,2.0906781785e-7,0.6688320869,52.036600,680625356000000000,29658000000000,29658000000000
8394,0.006200,2.0909942007e-7,0.6688943754,52.042800,680655009000000000,29653000000000,29653000000000
8395,0.006200,2.0913102468e-7,0.6689566639,52.049000,680684658000000000,29649000000000,29649000000000
8396,0.006200,2.0916263168e-7,0.6690189524,52.055200,680714302000000000,29644000000000,29644000000000
8397,0.006200,2.0919424107e-7,0.6690812409,52.061400,680743942000000000,29640000000000,29640000000000
8398,0.006200,2.0922585285e-7,0.6691435294,52.067600,680773577000000000,29635000000000,29635000000000
8399,0.006200,2.0925746701e-7,0.6692058179,52.073800,680803208000000000,29631000000000,29631000000000
8400,0.006200,2.0928908356e-7,0.6692681064,52.080000,680832834000000000,29626000000000,29626000000000
8401,0.006200,2.0932070250e-7,0.6693303949,52.086200,680862456000000000,29622000000000,29622000000000
8402,0.006200,2.0935232383e-7,0.6693926835,52.092400,680892073000000000,29617000000000,29617000000000
8403,0.006200,2.0938394755e-7,0.6694549720,52.098600,680921686000000000,29613000000000,29613000000000
8404,0.006200,2.0941557366e-7,0.6695172605,52.104800,680951295000000000,29609000000000,29609000000000
8405,0.006200,2.0944720215e-7,0.6695795490,52.111000,680980899000000000,29604000000000,29604000000000
8406,0.006200,2.0947883303e-7,0.6696418375,52.117200,681010498000000000,29599000000000,29599000000000
8407,0.006200,2.0951046630e-7,0.6697041260,52.123400,681040093000000000,29595000000000,29595000000000
8408,0.006200,2.0954210196e-7,0.6697664145,52.129600,681069684000000000,29591000000000,29591000000000
8409,0.006200,2.0957374001e-7,0.6698287030,52.135800,681099270000000000,29586000000000,29586000000000
8410,0.006200,2.0960538044e-7,0.6698909915,52.142000,681128851000000000,29581000000000,29581000000000
8411,0.006200,2.0963702327e-7,0.6699532800,52.148200,681158429000000000,29578000000000,29578000000000
8412,0.006200,2.0966866848e-7,0.6700155685,52.154400,681188001000000000,29572000000000,29572000000000
8413,0.006200,2.0970031608e-7,0.6700778571,52.160600,681217569000000000,29568000000000,29568000000000
8414,0.006200,2.0973196607e-7,0.6701401456,52.166800,681247133000000000,29564000000000,29564000000000
